Manufacturer,Regulatory Class,Vehicle Type,Model Year,1750,2000,2250,2500,2750,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,All Classes
"GM","Truck","Truck SUV","1976","-","-","-","-","-","-","-","-","14.78443","12.70695","11.35011","11.88777","-","-","-","-","-","12.99157"
"GM","Truck","Truck SUV","1977","-","-","-","-","-","-","-","-","15.91715","12.94287","11.48449","11.91680","-","-","-","-","-","14.62556"
"GM","Truck","Truck SUV","1978","-","-","-","-","-","-","-","-","15.13824","12.55306","11.59689","11.36369","-","-","-","-","-","14.00807"
"GM","Truck","Truck SUV","1979","-","-","-","-","-","-","-","-","12.33693","11.65565","10.59883","-","-","-","-","-","-","11.26165"
"GM","Truck","Truck SUV","1980","-","-","-","-","-","-","-","-","16.43981","14.55908","13.80877","13.36068","-","-","-","-","-","14.52372"
"GM","Truck","Truck SUV","1981","-","-","-","-","-","-","-","-","17.17072","16.36703","14.11715","-","-","-","-","-","-","16.16340"
"GM","Truck","Truck SUV","1982","-","-","-","-","-","-","-","-","18.91051","17.07493","21.17129","21.20000","-","-","-","-","-","19.18402"
"GM","Truck","Truck SUV","1983","-","-","-","-","-","-","23.62699","21.96734","-","17.04461","20.23735","20.81364","-","-","-","-","-","20.21659"
"GM","Truck","Truck SUV","1984","-","-","-","-","-","-","22.95493","22.14780","-","17.08197","17.91242","20.99562","-","-","-","-","-","19.99806"
"GM","Truck","Truck SUV","1985","-","-","-","-","-","-","23.20931","22.03458","-","17.01959","16.07805","21.42639","-","-","-","-","-","20.12275"
"GM","Truck","Truck SUV","1986","-","-","-","-","-","-","22.54900","20.25365","-","17.14601","15.72324","22.07023","-","-","-","-","-","19.40810"
"GM","Truck","Truck SUV","1987","-","-","-","-","-","-","21.72948","20.72596","-","16.64595","16.81373","20.93740","-","-","-","-","-","19.26054"
"GM","Truck","Truck SUV","1988","-","-","-","-","-","-","-","21.24028","-","16.53668","16.53505","18.31932","-","-","-","-","-","19.37389"
"GM","Truck","Truck SUV","1989","-","-","-","31.26668","-","-","20.60000","21.47635","-","16.78444","17.54059","15.78955","-","-","-","-","-","19.95114"
"GM","Truck","Truck SUV","1990","-","-","-","31.34000","28.69000","-","20.59000","20.57255","-","16.62958","17.34554","15.98687","-","-","-","-","-","19.61242"
"GM","Truck","Truck SUV","1991","-","-","-","-","28.93329","-","20.60000","21.13115","-","16.45241","17.20912","15.71603","20.16000","-","-","-","-","20.53819"
"GM","Truck","Truck SUV","1992","-","-","-","-","28.89125","-","20.62000","20.18376","18.91090","16.14455","16.29065","14.87000","-","-","-","-","-","19.21999"
"GM","Truck","Truck SUV","1993","-","-","-","-","28.95347","-","-","21.54169","20.25928","16.91000","16.81912","15.80000","-","-","-","-","-","19.40532"
"GM","Truck","Truck SUV","1994","-","-","-","-","28.73238","-","-","20.30474","20.96488","16.91636","16.80162","16.07000","-","-","-","-","-","19.39956"
"GM","Truck","Truck SUV","1995","-","-","-","29.02000","28.40193","-","-","20.10957","21.30847","17.68118","16.89642","15.73038","-","-","-","-","-","19.39481"
"GM","Truck","Truck SUV","1996","-","-","-","-","28.16304","28.12919","-","21.86200","21.02454","18.36314","17.44106","16.77102","-","-","-","-","-","19.76259"
"GM","Truck","Truck SUV","1997","-","-","-","-","28.14583","27.91823","-","21.41549","20.95061","19.11668","17.82268","16.68405","-","-","-","-","-","19.40970"
"GM","Truck","Truck SUV","1998","-","-","-","-","28.40165","27.72612","-","21.26070","21.24180","18.05981","17.38143","16.77809","-","-","-","-","-","20.27405"
"GM","Truck","Truck SUV","1999","-","-","-","-","-","28.48574","27.68850","21.08987","20.49852","18.04490","17.77780","-","-","-","-","-","-","19.76153"
"GM","Truck","Truck SUV","2000","-","-","-","-","-","28.06814","27.61460","19.73618","20.79651","17.24230","18.24165","16.84660","-","-","-","-","-","19.48847"
"GM","Truck","Truck SUV","2001","-","-","-","-","-","27.70975","22.40140","22.67672","20.08033","-","18.39815","17.02751","-","-","-","-","-","18.76438"
"GM","Truck","Truck SUV","2002","-","-","-","-","-","27.77178","25.93447","21.88244","20.62905","19.49208","18.73197","18.02454","-","-","-","-","-","19.44297"
"GM","Truck","Truck SUV","2003","-","-","-","-","-","27.90696","25.30688","23.38127","20.78726","19.56594","18.87091","17.73991","-","-","-","-","-","19.14485"
"GM","Truck","Truck SUV","2004","-","-","-","-","-","-","25.03121","24.72693","21.59301","20.31763","19.06612","17.66131","-","-","-","-","-","19.39454"
"GM","Truck","Truck SUV","2005","-","-","-","-","-","-","27.52830","24.74101","21.90513","19.97300","19.05547","18.48172","-","-","-","-","-","19.47656"
"GM","Truck","Truck SUV","2006","-","-","-","-","-","-","-","24.38645","21.43399","20.30715","19.44939","18.23501","-","-","-","-","-","20.16365"
"GM","Truck","Truck SUV","2007","-","-","-","-","-","-","30.08377","24.52790","19.67391","20.90883","-","20.08355","-","-","-","-","-","20.38859"
"GM","Truck","Truck SUV","2008","-","-","-","-","-","-","32.54674","24.78162","21.83804","21.94778","-","20.00354","-","-","-","-","-","21.22426"
"GM","Truck","Truck SUV","2009","-","-","-","-","-","-","32.36704","24.75237","22.80629","23.42154","21.82306","20.18125","-","-","-","-","-","22.36954"
"GM","Truck","Truck SUV","2010","-","-","-","-","-","-","32.51493","24.32400","-","24.39224","22.65423","21.66431","-","-","-","-","-","23.32844"
"GM","Truck","Truck SUV","2011","-","-","-","-","-","-","32.53840","-","-","24.31512","22.86090","21.65978","18.59728","15.41370","-","-","-","22.69200"
"GM","Truck","Truck SUV","2012","-","-","-","-","-","-","-","-","-","24.42831","-","21.71032","18.69559","15.41370","-","-","-","23.15883"
"GM","Truck","Truck SUV","2013","-","-","-","-","-","-","33.84000","30.79280","-","24.60258","23.61450","21.68451","18.60776","15.41370","-","-","-","23.71277"
"GM","Truck","Truck SUV","2014","-","-","-","-","-","-","33.82150","30.80137","-","24.60746","23.52510","21.77735","18.38690","-","-","-","-","24.75004"
"GM","Truck","Truck SUV","2015","-","-","-","-","-","-","35.69400","30.79395","27.61900","24.51306","-","23.23718","22.26241","-","-","-","-","24.86719"
"GM","Truck","Truck SUV","2016","-","-","-","-","-","-","35.62553","30.79946","29.83610","22.33203","24.23019","22.89218","22.59365","-","-","-","-","24.30145"
"GM","Truck","Truck SUV","2017","-","-","-","-","-","-","35.69234","30.86614","28.02096","22.32879","-","23.24136","22.23368","-","-","-","-","25.22543"
"GM","Truck","Truck SUV","2018","-","-","-","-","-","-","36.40390","32.57534","27.48829","25.87850","-","23.15053","21.96820","-","-","-","-","27.62772"
"GM","Truck","Truck SUV","2019","-","-","-","-","-","-","36.17004","31.96699","27.40547","26.25880","-","22.29514","20.98872","-","-","-","-","27.48840"
"GM","Truck","Truck SUV","2020","-","-","-","-","-","-","37.23487","32.39812","27.51923","25.85521","-","22.16214","20.84985","-","-","-","-","28.24238"
"GM","Truck","Truck SUV","Prelim. 2021","-","-","-","-","-","41.38660","38.70741","33.40172","28.17759","26.41335","28.22860","23.36263","22.18317","-","-","-","-","28.14168"
"GM","Truck","Pickup","1975","-","-","-","-","22.28361","-","15.04684","15.13133","11.33761","11.00963","10.51665","-","-","-","-","-","-","14.32866"
"GM","Truck","Pickup","1976","-","-","-","-","25.01436","-","15.82710","15.76261","12.45275","11.90288","11.76816","-","-","-","-","-","-","14.57076"
"GM","Truck","Pickup","1977","-","-","-","-","25.05937","24.27504","16.54517","16.50550","13.39864","13.09201","11.75442","-","-","-","-","-","-","15.20914"
"GM","Truck","Pickup","1978","-","-","-","-","26.97920","25.03437","18.10445","15.34294","13.47916","12.67833","12.03512","12.71658","11.81243","-","-","-","-","14.70050"
"GM","Truck","Pickup","1979","-","-","-","-","27.44674","23.37022","19.83188","17.88454","15.01769","13.65789","12.08159","10.93869","-","-","-","-","-","15.21103"
"GM","Truck","Pickup","1980","-","-","-","-","27.72392","24.60787","19.89520","18.65320","16.73365","16.82561","13.46230","9.91000","12.04513","-","-","-","-","18.48876"
"GM","Truck","Pickup","1981","-","-","-","-","28.46866","29.99121","21.41494","19.31368","18.02432","18.15925","-","-","-","-","-","-","-","19.97440"
"GM","Truck","Pickup","1982","-","-","-","-","29.87801","25.96667","20.98523","19.59524","18.39792","20.60214","22.37747","-","-","-","-","-","-","21.85727"
"GM","Truck","Pickup","1983","-","-","-","-","32.31098","26.66397","24.00635","19.55385","18.21977","19.11320","22.14715","-","-","-","-","-","-","21.31498"
"GM","Truck","Pickup","1984","-","-","-","-","31.10600","25.54133","23.33173","19.94129","17.95893","17.96076","21.88481","-","-","-","-","-","-","20.70595"
"GM","Truck","Pickup","1985","-","-","-","-","30.96944","26.07792","23.07312","20.51596","17.29019","17.12056","21.10673","19.56000","-","-","-","-","-","20.44379"
"GM","Truck","Pickup","1986","-","-","-","-","30.21473","26.67472","22.01453","20.48776","17.81887","17.01167","21.09606","-","-","-","-","-","-","20.80769"
"GM","Truck","Pickup","1987","-","-","-","-","30.02333","26.62903","22.07823","20.45904","17.72355","16.51986","21.08655","-","-","-","-","-","-","21.32461"
"GM","Truck","Pickup","1988","-","-","-","-","-","28.30536","22.77362","20.19369","17.87233","17.01158","16.89515","19.59000","-","-","-","-","-","20.38664"
"GM","Truck","Pickup","1989","-","-","-","-","-","27.92263","22.67463","20.75164","17.78109","16.78517","19.19276","21.15000","-","-","-","-","-","20.50691"
"GM","Truck","Pickup","1990","-","-","-","-","-","27.42778","22.35732","20.29611","17.55337","17.04501","18.56805","20.49000","-","-","-","-","-","19.19973"
"GM","Truck","Pickup","1991","-","-","-","-","-","26.92228","23.51769","20.87617","18.19979","16.56474","17.62966","19.48000","-","-","-","-","-","21.37998"
"GM","Truck","Pickup","1992","-","-","-","-","-","26.19752","23.27265","21.31919","18.50612","16.80435","16.35108","-","-","-","-","-","-","20.32066"
"GM","Truck","Pickup","1993","-","-","-","-","-","25.38480","23.62757","21.58562","19.19720","17.05043","17.07917","-","-","-","-","-","-","20.18685"
"GM","Truck","Pickup","1994","-","-","-","-","-","28.07141","25.17410","21.37736","18.48236","16.99410","17.39363","18.14750","-","-","-","-","-","20.04781"
"GM","Truck","Pickup","1995","-","-","-","-","-","27.23000","26.46451","21.38552","18.45650","16.87488","17.52339","18.13075","-","-","-","-","-","20.15530"
"GM","Truck","Pickup","1996","-","-","-","-","-","31.26640","28.31461","22.52157","19.86422","18.07349","18.13358","18.67150","-","-","-","-","-","21.30598"
"GM","Truck","Pickup","1997","-","-","-","-","-","31.26950","27.58158","22.22028","20.50321","18.80684","17.64441","18.71570","-","-","-","-","-","20.48097"
"GM","Truck","Pickup","1998","-","-","-","-","-","-","27.79890","21.84362","20.04277","17.80845","17.39184","18.96930","-","-","-","-","-","21.10176"
"GM","Truck","Pickup","1999","-","-","-","-","-","-","27.12541","21.08631","20.44289","18.67297","16.85138","16.85724","-","-","-","-","-","19.78870"
"GM","Truck","Pickup","2000","-","-","-","-","-","-","25.45733","20.85252","20.51449","18.87921","16.43934","-","-","-","-","-","-","20.84989"
"GM","Truck","Pickup","2001","-","-","-","-","-","-","24.78084","20.79080","20.75067","19.39910","16.31334","-","-","-","-","-","-","20.36377"
"GM","Truck","Pickup","2002","-","-","-","-","-","-","22.35784","22.23819","19.80046","18.87889","17.91494","17.86340","-","-","-","-","-","19.07050"
"GM","Truck","Pickup","2003","-","-","-","-","-","-","25.30297","22.51880","20.21346","18.97795","17.36473","18.05935","-","-","-","-","-","20.06674"
"GM","Truck","Pickup","2004","-","-","-","-","-","-","24.70099","24.18150","20.79483","19.54919","18.49514","18.78589","-","-","-","-","-","19.98831"
"GM","Truck","Pickup","2005","-","-","-","-","-","-","25.20450","23.95876","21.10192","19.81951","19.36489","18.46230","-","-","-","-","-","20.44649"
"GM","Truck","Pickup","2006","-","-","-","-","-","-","25.00298","24.15991","21.42158","20.27397","19.27290","18.55187","-","-","-","-","-","20.70421"
"GM","Truck","Pickup","2007","-","-","-","-","-","-","22.53352","22.11830","21.11127","20.32322","19.89755","20.35937","-","-","-","-","-","20.33974"
"GM","Truck","Pickup","2008","-","-","-","-","-","-","24.52343","23.72662","21.70066","20.66654","20.55266","19.96068","-","-","-","-","-","20.87824"
"GM","Truck","Pickup","2009","-","-","-","-","-","-","25.76705","24.74694","22.45453","20.91328","20.48454","19.65929","-","-","-","-","-","20.80280"
"GM","Truck","Pickup","2010","-","-","-","-","-","-","26.69952","25.26910","22.32573","21.03232","21.39772","19.10329","-","-","-","-","-","21.47343"
"GM","Truck","Pickup","2011","-","-","-","-","-","-","26.60962","25.45126","21.99061","21.08191","21.35469","19.76225","-","-","-","-","-","21.42128"
"GM","Truck","Pickup","2012","-","-","-","-","-","-","26.82706","25.50078","22.51556","21.29647","21.48490","19.48856","-","-","-","-","-","21.83416"
"GM","Truck","Pickup","2013","-","-","-","-","-","-","-","-","21.29140","21.14894","21.55280","19.42016","-","-","-","-","-","21.43653"
"GM","Truck","Pickup","2014","-","-","-","-","-","-","-","-","26.19370","25.17342","23.83992","22.33788","-","-","-","-","-","23.88875"
"GM","Truck","Pickup","2015","-","-","-","-","-","-","-","29.25530","26.28928","25.25208","23.91627","22.76038","-","-","-","-","-","24.27120"
"GM","Truck","Pickup","2016","-","-","-","-","-","-","-","29.24076","26.28591","25.74802","23.94356","22.64977","-","-","-","-","-","24.42153"
"GM","Truck","Pickup","2017","-","-","-","-","-","-","-","28.79341","25.63674","25.52525","23.81780","22.59082","-","-","-","-","-","23.76637"
"GM","Truck","Pickup","2018","-","-","-","-","-","-","-","28.74108","25.45088","25.13412","24.01799","22.82609","-","-","-","-","-","23.86363"
"GM","Truck","Pickup","2019","-","-","-","-","-","-","-","28.70463","25.32594","23.81950","22.65740","22.41377","-","-","-","-","-","23.70811"
"GM","Truck","Pickup","2020","-","-","-","-","-","-","-","28.71660","26.13881","24.67198","23.58783","25.21803","-","-","-","-","-","24.58227"
"GM","Truck","Pickup","Prelim. 2021","-","-","-","-","-","-","-","28.26330","25.96919","24.55502","22.51860","27.82197","-","-","-","-","-","24.15763"
"GM","Truck","All Truck","1975","-","-","-","-","22.28361","-","15.04684","15.15882","11.93812","11.21248","10.50214","10.93496","10.57835","-","-","-","-","14.06655"
"GM","Truck","All Truck","1976","-","-","-","-","25.01436","-","15.82710","15.64983","12.66403","12.27111","11.74560","11.89411","11.53970","-","-","-","-","14.34168"
"GM","Truck","All Truck","1977","-","-","-","-","25.05937","24.27504","16.54517","16.52228","13.86486","13.05851","11.74246","12.41395","12.32337","-","-","-","-","15.12375"
"GM","Truck","All Truck","1978","-","-","-","-","26.97920","25.03437","18.10445","15.51205","13.55729","12.63795","12.01371","11.76020","11.71792","-","-","-","-","14.53473"
"GM","Truck","All Truck","1979","-","-","-","-","27.44674","23.37022","19.83188","18.01701","14.87391","13.12462","11.38226","10.93869","-","-","-","-","-","14.51572"
"GM","Truck","All Truck","1980","-","-","-","-","27.72392","24.60787","19.89520","18.61353","16.54826","16.08134","13.56885","12.86333","12.04513","-","-","-","-","17.86870"
"GM","Truck","All Truck","1981","-","-","-","-","28.46866","29.99121","21.41494","19.30732","17.92681","17.21001","14.11715","-","-","-","-","-","-","19.42731"
"GM","Truck","All Truck","1982","-","-","-","-","29.87801","25.96667","20.98523","19.59694","18.15997","19.34102","21.66028","21.07627","-","-","-","-","-","20.99994"
"GM","Truck","All Truck","1983","-","-","-","-","32.31098","26.66397","23.96783","20.36276","18.33440","18.53863","20.72583","20.81364","-","-","-","-","-","20.62189"
"GM","Truck","All Truck","1984","-","-","-","-","31.10600","25.54133","23.27478","21.04729","18.00608","17.49980","18.65072","20.99562","-","-","-","-","-","20.05747"
"GM","Truck","All Truck","1985","-","-","-","-","30.96944","26.07792","23.22626","21.57623","17.09770","17.04206","16.69556","21.36626","-","-","-","-","-","19.98549"
"GM","Truck","All Truck","1986","-","-","-","-","30.21473","26.67472","22.47501","20.81337","17.61952","17.07257","16.10323","22.21803","-","-","-","-","-","20.11515"
"GM","Truck","All Truck","1987","-","-","-","-","30.02333","26.62903","22.05651","21.20811","17.57103","16.65266","16.89853","21.19710","-","-","-","-","-","20.37480"
"GM","Truck","All Truck","1988","-","-","-","-","-","28.30536","22.82793","21.18562","17.88501","16.96651","16.56493","18.67429","-","-","-","-","-","20.15247"
"GM","Truck","All Truck","1989","-","-","-","31.26668","-","27.92263","22.65487","21.45937","17.82005","16.84542","17.58394","15.82796","-","-","-","-","-","20.32804"
"GM","Truck","All Truck","1990","-","-","-","31.34000","28.69000","27.42778","22.28922","21.24911","18.31683","17.03541","17.38226","16.01651","-","-","-","-","-","19.70773"
"GM","Truck","All Truck","1991","-","-","-","-","28.93329","26.92228","23.47481","21.43465","18.76843","16.58446","17.24602","15.76720","20.16000","-","-","-","-","21.08054"
"GM","Truck","All Truck","1992","-","-","-","-","28.89125","26.19752","23.27098","21.28054","19.05874","17.05833","16.30755","14.90739","-","-","-","-","-","20.23151"
