Vehicle Type,Cylinder Number,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Sedan/Wagon","8","1985","2,229","0.206563","21.69590","18.55726","16.25817","22.43482","478.95882","546.68973","396.17659","3895.303","-","296.3589","150.6540","12.2510","0.508966","0.038901","36.20508","0.182","-","0.818","0.025","0.016","0.960","-","-","0.525","-","0.051","0.424","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","3.9","-","0.975","0.025","-","-","-","-"
"Sedan/Wagon","8","1986","1,651","0.149880","22.49098","19.19685","16.67277","23.42509","462.94052","533.02489","379.37963","3812.708","-","299.0407","152.5705","11.4561","0.510575","0.040252","36.63810","0.122","-","0.878","0.043","0.025","0.932","-","-","0.516","-","0.362","0.122","-","-","-","-","-","-","-","1.000","-","-","-","0.002","-","3.9","-","0.961","0.039","-","-","-","-"
"Sedan/Wagon","8","1987","1,387","0.129214","22.18223","18.87795","16.39021","22.92531","470.76074","542.21397","387.65018","3845.722","-","299.1460","155.5402","11.5731","0.520467","0.040742","36.34001","0.142","-","0.858","0.044","0.032","0.924","-","-","0.441","-","0.420","0.139","-","-","-","-","-","-","-","1.000","-","-","-","0.002","-","3.9","-","0.959","0.041","-","-","-","-"
"Sedan/Wagon","8","1988","1,247","0.116200","22.58769","19.17680","16.54060","23.41205","463.42455","537.28405","379.59083","3854.214","-","300.9440","163.7071","11.3736","0.544007","0.043009","37.01165","0.164","-","0.836","0.062","0.024","0.915","-","-","0.238","-","0.564","0.198","-","-","-","-","-","-","-","1.000","-","-","-","0.002","-","4.0","-","0.942","0.058","-","-","-","-"
"Sedan/Wagon","8","1989","1,071","0.106865","22.68219","19.21902","16.46103","23.59919","462.40656","539.88103","376.58066","3831.480","-","299.7404","160.4708","10.9600","0.535152","0.042292","36.86794","0.212","-","0.788","0.072","0.025","0.903","-","-","0.091","-","0.540","0.369","-","-","-","-","-","-","-","1.000","-","-","-","0.002","-","4.1","-","0.928","0.068","0.003","-","-","-"
"Sedan/Wagon","8","1990","812","0.092194","22.34866","18.89438","16.10254","23.25347","470.35158","551.90056","382.17948","3947.251","-","293.6810","173.2647","10.0352","0.596946","0.044135","37.33561","0.284","-","0.716","0.067","0.019","0.914","-","-","0.040","-","0.859","0.101","-","-","-","-","-","-","-","1.000","-","-","-","0.078","0.066","4.1","-","0.933","0.058","0.009","-","-","-"
"Sedan/Wagon","8","1991","905","0.106214","22.75547","19.19465","16.25800","23.71585","462.99367","546.62331","374.72833","3947.131","-","298.0979","198.0714","9.2322","0.668830","0.050416","37.93668","0.205","0.001","0.795","0.051","0.022","0.927","-","-","-","-","0.709","0.291","-","-","-","-","-","-","-","1.000","0.000","-","-","0.074","0.064","4.1","-","0.949","0.045","0.006","-","-","-"
"Sedan/Wagon","8","1992","951","0.117329","22.93808","19.29340","16.30736","23.77869","460.62379","544.96869","373.73801","4005.754","-","294.8525","208.3008","8.8423","0.714426","0.052272","38.73788","0.219","0.000","0.781","0.037","0.020","0.943","-","-","-","-","0.786","0.214","-","-","-","-","-","-","-","1.000","0.002","-","-","0.084","0.089","4.0","-","0.963","0.031","0.006","-","-","-"
"Sedan/Wagon","8","1993","791","0.093572","22.78172","19.13914","16.02560","23.78813","464.33632","554.55039","373.58965","4010.281","-","295.6875","215.2395","8.1847","0.735557","0.054215","38.45085","0.232","0.000","0.768","0.053","0.019","0.928","-","-","-","-","0.847","0.153","-","-","-","-","-","-","-","1.000","1.000","-","-","0.166","0.073","4.1","-","0.936","0.051","0.013","-","-","-"
"Sedan/Wagon","8","1994","933","0.110884","22.89675","19.17267","16.06391","23.67016","463.52428","553.22764","375.45167","3989.277","-","292.4384","225.0364","7.8506","0.776070","0.056648","38.28428","0.193","0.000","0.807","0.061","0.016","0.923","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","1.000","-","-","0.219","0.072","4.1","-","0.915","0.065","0.020","-","-","-"
"Sedan/Wagon","8","1995","1,014","0.107875","22.88524","19.13206","15.89824","23.76698","464.50836","558.99267","373.92212","4005.171","-","289.4832","229.7774","7.9010","0.802694","0.057498","38.32896","0.241","-","0.759","0.065","0.021","0.914","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.978","-","-","0.265","0.068","4.1","-","0.909","0.068","0.023","-","-","-"
"Sedan/Wagon","8","1996","775","0.098181","23.25903","19.39187","16.05293","24.08021","458.28478","553.60598","369.05823","4017.817","-","288.7150","241.3271","8.0233","0.841268","0.060246","38.96319","0.279","-","0.721","0.067","-","0.933","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.362","0.054","4.1","-","0.915","0.062","0.024","-","-","-"
"Sedan/Wagon","8","1997","780","0.093534","23.19741","19.27103","15.98015","23.73748","461.15860","556.12740","374.38687","4000.689","-","279.2005","247.5967","7.9109","0.890991","0.061997","38.55786","0.283","0.003","0.715","0.052","-","0.948","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","-","0.447","0.128","4.2","-","0.862","0.115","0.023","-","-","-"
"Sedan/Wagon","8","1998","672","0.084314","23.11062","19.12045","15.91069","23.31489","464.79025","558.55521","381.17280","3970.918","-","280.5264","256.1123","7.8974","0.918042","0.064750","37.98184","0.325","0.003","0.672","0.072","0.000","0.928","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","-","0.526","0.155","4.3","-","0.776","0.195","0.029","-","-","-"
"Sedan/Wagon","8","1999","666","0.079468","23.20913","19.17059","15.82888","23.48927","463.57479","561.44195","378.34299","3967.796","-","282.8508","250.7661","7.9781","0.889801","0.063488","38.05152","0.314","0.003","0.682","0.078","0.001","0.921","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","-","0.448","0.085","4.2","-","0.812","0.144","0.044","-","-","-"
"Sedan/Wagon","8","2000","743","0.081416","23.32581","19.19810","15.84887","23.40280","462.91035","560.73410","379.74085","3985.810","-","281.1000","276.8025","7.1059","0.989055","0.069686","38.30105","0.220","0.008","0.772","0.082","-","0.918","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","-","0.487","0.113","4.4","-","0.664","0.288","0.048","-","-","-"
"Sedan/Wagon","8","2001","673","0.080100","23.41458","19.23178","15.78139","23.49655","462.09962","563.13168","378.22582","3993.795","-","279.1771","260.8511","7.3333","0.938953","0.065740","38.42541","0.241","0.014","0.746","0.093","-","0.907","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","-","0.535","0.154","4.4","-","0.633","0.319","0.047","-","-","-"
"Sedan/Wagon","8","2002","617","0.074327","23.46147","19.16887","15.82118","23.13608","463.61636","561.71529","384.11862","4001.746","-","281.3508","269.9978","7.2430","0.964560","0.068001","38.38633","0.237","0.010","0.753","0.110","-","0.890","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","-","0.602","0.173","4.6","-","0.533","0.371","0.096","-","-","-"
"Sedan/Wagon","8","2003","625","0.078960","23.30406","19.01193","15.58617","23.01494","467.44328","570.18491","386.14043","4162.770","-","280.8494","276.3656","7.2517","0.987174","0.067232","39.64152","0.162","0.015","0.823","0.102","-","0.898","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.006","-","-","0.539","0.144","4.5","-","0.575","0.320","0.105","-","-","-"
"Sedan/Wagon","8","2004","555","0.073581","23.17930","18.89814","15.34683","23.01290","470.25793","579.07718","386.17475","4181.147","-","282.2264","276.6884","7.2724","0.984072","0.067126","39.59130","0.150","0.048","0.801","0.102","-","0.898","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","-","0.532","0.211","4.8","-","0.554","0.156","0.227","0.062","-","-"
"Sedan/Wagon","8","2005","574","0.071526","23.23230","18.84373","15.37143","22.71454","471.61564","578.15047","391.24726","4226.062","-","294.2322","297.0269","6.9436","1.010840","0.071266","39.91481","0.112","0.057","0.831","0.105","0.002","0.893","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.001","-","0.148","0.527","0.304","4.9","-","0.392","0.357","0.198","0.052","-","-"
"Sedan/Wagon","8","2006","673","0.084199","22.84787","18.57546","15.07353","22.52285","478.42687","589.57669","394.57701","4213.663","-","304.1758","311.5137","6.7197","1.025001","0.074685","39.24196","0.174","0.048","0.778","0.089","0.004","0.908","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.000","-","0.252","0.502","0.286","5.0","-","0.332","0.390","0.208","0.070","-","-"
"Sedan/Wagon","8","2007","514","0.063613","22.71081","18.49022","14.94845","22.51439","480.63258","594.50963","394.72532","4232.158","-","305.0291","323.9528","6.5894","1.062758","0.077515","39.21913","0.155","0.057","0.787","0.134","0.002","0.864","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.001","-","0.150","0.593","0.318","5.4","-","0.321","0.260","0.226","0.125","0.068","-"
"Sedan/Wagon","8","2008","466","0.063713","22.43901","18.27198","14.78854","22.22046","486.37313","600.93840","399.94669","4264.523","49.86255","304.5923","324.3594","6.6929","1.065577","0.076983","39.08340","0.147","0.060","0.793","0.134","0.006","0.860","-","-","-","0.046","0.954","-","-","-","-","-","-","-","0.005","0.995","0.000","-","0.131","0.572","0.337","5.3","-","0.379","0.196","0.239","0.114","0.071","-"
"Sedan/Wagon","8","2009","237","0.042116","22.31033","18.10906","14.69413","22.02748","490.74870","604.79926","403.45065","4287.779","49.77645","312.3071","347.6562","6.2237","1.118064","0.082020","39.09134","0.095","0.077","0.829","0.140","0.011","0.849","-","-","-","0.060","0.940","-","-","-","-","-","-","-","0.001","0.999","0.033","-","0.196","0.532","0.503","5.5","-","0.241","0.193","0.398","0.126","0.042","-"
"Sedan/Wagon","8","2010","283","0.046728","23.30912","18.98289","15.27673","23.23529","468.15854","581.73432","382.47856","4274.168","49.88351","323.5071","365.1734","6.0762","1.129153","0.086427","40.72353","0.060","0.101","0.840","0.222","0.011","0.767","0.000","-","-","0.090","0.910","-","-","-","-","-","-","-","0.000","1.000","0.031","-","0.114","0.447","0.612","5.7","-","0.200","0.186","0.433","0.125","0.056","-"
"Sedan/Wagon","8","2011","288","0.050166","23.25076","18.97110","15.30290","23.15896","468.44928","580.73949","383.73913","4342.526","50.55459","315.6934","374.0280","6.0588","1.189441","0.087188","41.33702","0.065","0.121","0.814","0.154","0.024","0.821","0.000","-","-","0.220","0.780","-","-","-","-","-","-","-","0.002","0.998","0.077","-","0.112","0.534","0.581","5.8","-","0.216","0.111","0.455","0.129","0.089","-"
"Sedan/Wagon","8","2012","214","0.028901","23.35766","19.00702","15.29125","23.27338","467.56417","581.18196","381.85250","4356.913","50.41486","322.3704","423.6413","5.3418","1.338420","0.097973","41.58848","-","0.162","0.838","0.200","0.028","0.772","0.000","-","-","0.356","0.644","-","-","-","-","-","-","-","0.001","0.999","0.220","0.027","0.257","0.595","0.838","6.3","-","-","0.186","0.493","0.170","0.151","-"
"Sedan/Wagon","8","2013","230","0.027941","23.39423","19.10371","15.26798","23.57092","465.19761","582.06772","377.03244","4365.372","50.26659","321.5777","436.7384","5.2519","1.389755","0.100931","41.88198","-","0.183","0.817","0.214","0.038","0.747","0.000","-","-","0.339","0.661","-","-","-","-","-","-","-","0.000","1.000","0.270","0.168","0.309","0.564","0.832","6.4","-","-","0.222","0.382","0.217","0.179","-"
"Sedan/Wagon","8","2014","253","0.033156","24.00380","19.59654","15.61092","24.27122","453.49846","569.28085","366.15385","4286.705","50.04024","326.2567","435.9059","5.1979","1.367951","0.102918","42.12326","-","0.187","0.813","0.214","0.029","0.757","0.000","-","-","0.455","0.545","-","-","-","-","0.000","-","-","0.000","1.000","0.260","0.237","0.419","0.521","0.923","6.3","-","-","0.207","0.394","0.246","0.153","-"
"Sedan/Wagon","8","2015","253","0.032054","23.73414","19.43625","15.41254","24.20290","457.23819","576.60851","367.18690","4336.939","50.59892","326.8024","449.9425","5.0110","1.401701","0.104942","42.30925","-","0.152","0.848","0.229","0.024","0.747","0.000","-","-","0.443","0.557","-","-","-","-","0.001","-","-","0.000","0.998","0.243","0.230","0.356","0.552","0.949","7.1","-","-","-","0.343","0.228","0.427","0.002"
"Sedan/Wagon","8","2016","239","0.033553","23.75735","19.53823","15.40259","24.50104","454.85174","576.98080","362.71930","4294.770","50.21762","334.6697","465.8301","4.8617","1.413352","0.109732","42.11843","-","0.138","0.862","0.213","0.017","0.771","0.000","-","-","0.474","0.526","-","-","-","-","-","-","-","0.000","1.000","0.214","0.180","0.485","0.444","0.991","7.3","-","-","-","0.259","0.172","0.564","0.005"
"Sedan/Wagon","8","2017","207","0.029663","23.82672","19.48864","15.35544","24.45424","456.00923","578.75242","363.41349","4261.873","49.85368","333.4515","455.9336","4.8803","1.392525","0.108104","41.77924","-","0.117","0.883","0.221","0.018","0.761","-","-","-","0.499","0.501","-","-","-","-","-","-","-","-","1.000","0.190","0.174","0.482","0.473","0.912","7.4","-","-","-","0.299","0.095","0.524","0.082"
"Sedan/Wagon","8","2018","176","0.029562","23.67473","19.45706","15.34670","24.38380","456.62832","578.89936","364.38876","4339.623","50.71816","329.9543","477.7580","4.7464","1.488867","0.111083","42.50394","0.022","0.139","0.839","0.163","0.024","0.813","-","-","-","0.429","0.571","-","-","-","-","0.002","-","-","-","0.998","0.224","0.294","0.557","0.454","0.872","7.9","-","-","-","0.163","0.075","0.555","0.207"
"Sedan/Wagon","8","2019","206","0.038960","23.47628","19.34527","15.20867","24.33936","459.36432","584.30110","365.11376","4261.650","50.27686","334.3716","482.5821","4.6469","1.482802","0.114424","41.47477","-","0.121","0.879","0.172","0.016","0.813","-","-","-","0.428","0.572","-","-","-","-","0.000","-","-","0.001","0.998","0.194","0.292","0.421","0.425","1.000","8.1","-","-","-","0.142","0.054","0.536","0.268"
"Sedan/Wagon","8","2020","162","0.038153","23.26047","19.24593","15.14691","24.18288","461.74680","586.70072","367.48332","4348.868","50.37998","331.3897","499.5434","4.6117","1.559984","0.115512","42.09991","-","0.146","0.854","0.107","0.063","0.830","-","-","-","0.407","0.593","-","-","-","-","0.000","-","-","0.009","0.991","0.224","0.201","0.418","0.468","0.824","8.2","-","-","-","0.107","0.064","0.557","0.272"
"Sedan/Wagon","8","Prelim. 2021","-","0.045823","23.22738","19.19259","15.01601","24.28906","462.97299","591.68022","365.87806","4395.326","51.22640","339.4641","501.0239","4.6468","1.528787","0.114389","42.35293","-","0.172","0.828","0.091","0.049","0.860","-","-","-","0.464","0.536","-","-","-","-","0.003","-","-","0.086","0.911","0.200","0.110","0.581","0.370","0.796","8.2","-","-","-","0.091","0.033","0.641","0.236"
"Car SUV","8","1975","2","0.162255","14.52580","12.35334","11.55542","13.49203","719.40038","769.07660","658.68499","4000.000","-","297.7483","134.5485","-","0.450095","0.033637","24.93703","-","-","1.000","0.428","0.572","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1976","1","0.117822","15.47380","13.21574","11.79455","15.49820","672.45566","753.48355","573.42157","3883.185","-","325.6324","152.6079","-","0.468862","0.039494","25.79195","-","-","1.000","0.170","0.830","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1977","2","0.091464","16.63567","14.17840","12.98170","15.97868","626.79870","684.57891","556.17845","4000.000","-","313.8142","146.6086","-","0.467051","0.036652","28.44536","-","-","1.000","0.146","0.854","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1978","2","0.099469","16.29493","13.84017","13.13204","14.81670","642.11617","676.74173","599.79603","4000.000","-","312.9274","145.1179","12.8474","0.463929","0.036279","27.73927","-","-","1.000","0.143","0.857","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1979","2","0.152248","12.36466","10.48230","10.23567","10.80037","847.81004","868.23803","822.84249","4000.000","-","306.8808","126.7328","14.4227","0.412563","0.031683","21.32327","-","-","1.000","0.823","-","0.177","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","1.000","-","-","-","-","-"
"Car SUV","8","1980","0","0.617080","16.26966","13.83607","13.02278","14.97945","642.30668","682.41984","593.27948","4000.000","-","315.5000","136.7857","14.6014","0.433299","0.034196","27.78888","-","-","1.000","0.027","0.152","0.821","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","1.000","-","-","-","-","-"
"Car SUV","8","1981","0","1.000000","17.26000","14.68025","13.71600","16.06020","605.37116","647.92943","553.35550","4000.000","-","318.0000","140.0000","14.3434","0.440252","0.035000","29.36050","-","-","1.000","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","1.000","-","-","-","-","-"
"Car SUV","8","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1983","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1984","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1993","79","0.166518","17.99000","15.07023","13.06572","17.81485","589.70574","680.17664","498.85348","4000.000","-","318.0000","215.0000","8.3292","0.676101","0.053750","30.14046","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","1.000","-","-","-","-","4.0","-","1.000","-","-","-","-","-"
"Car SUV","8","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","1997","7","0.019202","18.30860","15.12591","13.15667","17.51490","587.53475","675.47488","507.39653","4000.000","-","318.0000","215.0000","8.8290","0.676101","0.053750","30.25183","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","1.000","-","-","-","-","-"
"Car SUV","8","1998","5","0.010262","18.34360","15.12839","13.06631","17.60096","587.43853","680.14592","504.91554","4000.000","-","318.0000","220.0000","8.9568","0.691824","0.055000","30.25678","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","1.000","-","-","-","-","-"
"Car SUV","8","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","2000","14","0.023322","19.55040","15.99806","13.78410","18.52276","555.50473","644.72816","479.78818","4000.000","-","287.0000","235.0000","8.2478","0.818815","0.058750","31.99613","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","1.000","-","-","-","-","-"
"Car SUV","8","2001","9","0.011969","19.82410","16.26654","13.66455","19.31843","546.33634","650.36901","460.02708","4000.000","-","287.0000","230.0000","7.9945","0.801394","0.057500","32.53307","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.0","-","-","1.000","-","-","-","-"
"Car SUV","8","2002","1","0.002425","18.96150","15.53099","13.03404","18.38411","572.21081","681.82988","483.40657","4000.000","-","287.0000","270.0000","7.3493","0.940767","0.067500","31.06198","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.0","-","-","1.000","-","-","-","-"
"Car SUV","8","2003","4","0.007699","22.18704","17.98986","15.16556","21.09721","494.00043","585.99870","421.24046","4000.000","-","278.0886","317.9846","6.6478","1.146490","0.079496","36.06748","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.685","0.685","5.0","-","-","1.000","-","-","-","-"
"Car SUV","8","2004","13","0.021117","19.80721","16.11987","13.43904","19.05654","551.30703","661.28225","466.34917","4500.000","-","279.0000","315.8212","7.2132","1.131976","0.070182","36.27669","-","0.836","0.164","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Car SUV","8","2005","6","0.007040","20.27809","16.67556","13.25121","20.71360","532.93566","670.65550","429.04175","4847.693","-","279.0000","315.0000","7.4658","1.129032","0.065132","40.39991","-","0.695","0.305","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Car SUV","8","2006","4","0.005270","20.21877","16.60908","13.24788","20.54053","535.06877","670.82419","432.65679","5000.000","-","279.0000","316.8384","7.6278","1.135621","0.063368","41.52415","-","0.632","0.368","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","5.0","-","-","1.000","-","-","-","-"
"Car SUV","8","2007","2","0.002507","19.29368","15.78119","12.83458","19.08695","563.13871","692.42619","465.60605","5000.000","-","279.0000","315.0000","7.5115","1.129032","0.063000","39.49133","-","0.753","0.247","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","6.0","-","-","-","1.000","-","-","-"
"Car SUV","8","2008","2","0.002439","19.53687","16.00718","12.92833","19.51276","555.18828","687.40526","455.44565","5000.000","50.20000","279.0000","319.0146","7.5074","1.143422","0.063803","40.03288","-","0.803","0.197","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","6.0","-","-","-","1.000","-","-","-"
"Car SUV","8","2009","1","0.001534","21.01466","17.10012","13.99325","20.54052","519.70398","635.09188","432.65696","4764.737","50.34586","280.4116","327.3666","6.9841","1.167311","0.068997","40.77255","-","0.403","0.597","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","6.0","-","-","-","1.000","-","-","-"
"Car SUV","8","2010","0","0.000001","22.72850","18.32400","15.29272","21.54578","484.99237","581.12608","412.47046","4500.000","50.51000","281.0000","337.0000","6.6628","1.199288","0.074889","41.22900","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","6.0","-","-","-","1.000","-","-","-"
"Car SUV","8","2011","0","0.000001","22.83320","18.41927","15.42510","21.57920","482.48383","576.13889","411.83176","4500.000","51.00000","280.7090","337.0000","6.6633","1.200531","0.074889","41.44336","-","-","1.000","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","6.0","-","-","-","1.000","-","-","-"
"Car SUV","8","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","8","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
