Vehicle Type,Transmission Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Cylinders
"Sedan/Wagon","A3","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","A3","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1978","3","0.158","16.96418","14.42092","13.54960","15.65103","616.25757","655.88670","567.82198","4000.000","-","281.4532","130.7006","14.1638","0.464836","0.032675","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","7.1"
"Car SUV","A3","1979","9","0.583","20.76000","17.56985","17.46000","17.70600","505.80970","508.99198","501.92025","2750.000","-","121.0000","80.0000","17.8342","0.661157","0.029091","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Car SUV","A3","1980","0","0.094","14.30000","12.14506","11.61000","12.87000","731.73771","765.46081","690.52059","4000.000","-","304.0000","122.0000","15.8031","0.401316","0.030500","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","8.0"
"Car SUV","A3","1981","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1982","11","0.865","23.62920","19.93328","20.70872","19.06094","445.83732","429.14297","466.24152","2500.000","-","151.0000","84.0000","17.4675","0.556291","0.033600","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Car SUV","A3","1983","13","0.376","23.19731","19.56648","20.36984","18.66669","454.19517","436.28229","476.08868","2500.000","-","150.6236","87.3879","15.5991","0.580274","0.034955","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Car SUV","A3","1984","9","0.158","18.40869","15.55809","15.75575","15.32315","571.21396","564.04810","579.97225","3471.601","-","219.9552","105.3069","15.8247","0.499592","0.031241","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.3"
"Car SUV","A3","1985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1994","25","0.076","22.08000","18.04659","17.25055","18.87127","492.44749","515.17194","470.92748","3500.000","-","134.0000","118.0000","12.4005","0.880597","0.033714","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0"
"Car SUV","A3","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","A3","Prelim. 2021","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","A3","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","A3","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","A3","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","A3","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","A3","1979","377","0.784","13.04156","11.05921","10.67111","11.57368","803.58330","832.80931","767.86262","4625.508","-","334.0769","148.2706","15.4039","0.445113","0.032064","-","-","-","1.000","0.996","-","-","0.004","-","-","-","-","-","-","-","1.000","-","-","-","-","-","7.7"
"Minivan/Van","A3","1980","85","0.350","15.18372","12.90470","12.19196","13.89770","688.66386","728.92283","639.45846","4656.954","-","314.6008","136.8643","16.6883","0.436999","0.029414","-","-","-","1.000","0.968","-","-","0.032","-","-","-","-","-","-","-","1.000","-","-","-","-","-","7.2"
"Minivan/Van","A3","1981","77","0.314","15.96356","13.56021","12.90259","14.46106","655.37325","688.77643","614.54713","4511.005","-","309.2142","130.5593","16.8336","0.424592","0.028984","-","-","-","1.000","0.973","-","-","0.027","-","-","-","-","-","-","-","1.000","-","-","-","-","-","6.9"
"Minivan/Van","A3","1982","119","0.385","15.61945","13.27277","12.57302","14.24152","669.56639","706.83122","624.02049","4518.554","-","313.6218","134.7511","17.5250","0.431090","0.029915","-","-","-","1.000","0.986","-","-","0.014","-","-","-","-","-","-","-","1.000","-","-","-","-","-","7.3"
"Minivan/Van","A3","1983","110","0.286","15.73255","13.36378","12.69788","14.27901","665.15525","700.02698","622.53425","4398.655","-","315.8444","133.1161","15.9627","0.424411","0.030351","-","0.004","-","0.996","0.970","-","-","0.026","0.004","0.004","-","-","-","-","-","0.996","-","-","-","-","-","7.2"
"Minivan/Van","A3","1984","264","0.390","17.76057","15.09871","14.18770","16.38458","588.78471","626.57310","542.59889","3962.454","-","248.8509","127.4950","15.9040","0.548099","0.031869","-","0.397","-","0.603","0.975","-","-","0.021","0.005","0.005","-","-","-","-","-","0.995","-","-","-","-","-","6.0"
"Minivan/Van","A3","1985","365","0.427","19.24862","16.35621","15.48247","17.56796","543.34110","574.00401","505.86421","3826.818","-","217.8934","121.3884","15.9917","0.592943","0.031401","-","0.592","-","0.408","0.985","-","-","0.015","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.4"
"Minivan/Van","A3","1986","328","0.314","21.00418","17.79934","16.67208","19.35573","499.28810","533.04672","459.14062","3842.636","-","204.0692","115.4675","15.7681","0.597207","0.029862","-","0.663","-","0.337","0.991","-","0.009","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.9"
"Minivan/Van","A3","1987","287","0.257","19.28739","16.28478","15.27236","17.63822","545.72437","581.90072","503.84893","4098.393","-","239.5093","136.5501","14.8293","0.593293","0.032930","-","0.432","-","0.568","0.588","-","0.167","0.245","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.8"
"Minivan/Van","A3","1988","199","0.176","19.38677","16.29899","15.34230","17.52943","545.24866","579.24824","506.97596","4172.046","-","246.8566","139.1775","15.0784","0.577571","0.032854","-","0.381","-","0.619","0.013","-","0.299","0.688","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.9"
"Minivan/Van","A3","1989","262","0.205","20.79533","17.42173","16.32725","18.80413","510.11005","544.30470","472.60884","3898.837","-","208.3564","130.9431","14.6766","0.667028","0.033350","-","0.646","-","0.354","-","-","0.467","0.533","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.0"
"Minivan/Van","A3","1990","53","0.042","18.67473","15.56133","14.82744","16.42377","571.09504","599.36155","541.10610","4326.012","-","260.2792","150.7901","12.9132","0.615028","0.035174","-","0.163","0.067","0.770","-","-","0.703","0.297","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.9"
"Minivan/Van","A3","1991","19","0.018","17.26004","14.31635","13.77820","14.91315","620.75882","645.00451","595.91692","4608.513","-","276.4422","141.7341","14.0677","0.527233","0.030658","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","5.7"
"Minivan/Van","A3","1992","23","0.019","16.38186","13.57349","12.86038","14.37959","654.73232","691.03710","618.02886","4897.268","-","306.5893","173.7948","12.4041","0.564466","0.035818","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","6.7"
"Minivan/Van","A3","1993","24","0.017","16.62368","13.72754","12.96140","14.57806","647.38460","685.65120","609.61484","5074.058","-","302.6879","159.7064","12.4344","0.526297","0.031823","-","-","0.010","0.990","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","6.3"
"Minivan/Van","A3","1994","30","0.021","16.39133","13.50514","12.67692","14.41436","658.04567","701.03771","616.53780","4956.322","-","306.9225","174.9980","11.5857","0.567726","0.035901","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","6.8"
"Minivan/Van","A3","1995","27","0.016","16.28952","13.36190","12.58740","14.18234","665.10014","706.02373","626.62431","5029.876","-","305.0008","168.0586","12.2547","0.548925","0.033923","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","6.6"
"Minivan/Van","A3","1996","23","0.016","15.87057","13.01086","12.07653","14.01226","683.04489","735.89037","634.23021","5066.005","-","305.1074","169.8622","12.8015","0.554429","0.034226","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","6.6"
"Minivan/Van","A3","1997","5","0.004","15.98930","13.07660","12.05702","14.15846","679.61101","737.08079","627.68150","4500.000","-","318.0000","215.0000","10.0421","0.676101","0.047778","-","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","8.0"
"Minivan/Van","A3","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
